1j09A04,1.10.8.70
2if5A00,3.30.710.10
1cs3A00,3.30.710.10
3kvtA00,3.30.710.10
1nn7A00,3.30.710.10
2fnjC00,3.30.710.10
1nexA00,3.30.710.10
1hdhA02,3.30.1120.10
2qzuA02,3.30.1120.10
1aukA02,3.30.1120.10
1fsuA02,3.30.1120.10
1p49A03,3.30.1120.10
1tolA02,3.30.1150.10
3f0dA00,3.30.1330.50
2uzhA00,3.30.1330.50
3b6nA00,3.30.1330.50
1l0wA03,3.30.1360.30
2p8tA02,3.30.1360.30
1zxxA02,3.40.50.460
1pfkA02,3.40.50.460
2f48A02,3.40.50.460
1evlA02,3.40.50.800
1g5hB02,3.40.50.800
1hc7A02,3.40.50.800
1h4vB02,3.40.50.800
1httA02,3.40.50.800
1atiB02,3.40.50.800
1qe0A02,3.40.50.800
2q5iA03,3.40.50.800
1ylhA01,3.40.449.10
2fafA01,3.40.449.10
1j3bB01,3.40.449.10
1wvfA03,3.40.462.10
2i0kA03,3.40.462.10
1e8gA03,3.40.462.10
1rtqA00,3.40.630.10
1tkjA00,3.40.630.10
1m4lA00,3.40.630.10
1lamA02,3.40.630.10
2pokA01,3.40.630.10
1lfwA01,3.40.630.10
1y0yA01,3.40.630.10
3b2yA00,3.40.630.10
1vheA01,3.40.630.10
2rb7A01,3.40.630.10
1xmbA01,3.40.630.10
2v8hA01,3.40.630.10
1z2lB01,3.40.630.10
1vgyA01,3.40.630.10
2hc9A02,3.40.630.10
1fnoA01,3.40.630.10
1vhoA01,3.40.630.10
1q7lA00,3.40.630.10
1yloA01,3.40.630.10
2qyvA01,3.40.630.10
1cg2A01,3.40.630.10
1obrA00,3.40.630.10
1h8lA01,3.40.630.10
3cpxB01,3.40.630.10
2glfA01,3.40.630.10
3ct9B01,3.40.630.10
1de4C01,3.40.630.10
2ijzA01,3.40.630.10
2greA01,3.40.630.10
2cf4A01,3.40.630.10
1vsrA00,3.40.960.10
2inbA00,3.40.1350.10
1y88A01,3.40.1350.10
1ob8B00,3.40.1350.10
1gefA00,3.40.1350.10
1hh1A00,3.40.1350.10
1t0fA01,3.40.1350.10
1a79A01,3.40.1350.10
2imhA01,3.60.20.10
1ryp100,3.60.20.10
1rypI00,3.60.20.10
1xffA00,3.60.20.10
1yarA00,3.60.20.10
1ryp200,3.60.20.10
1rypF00,3.60.20.10
1rypL00,3.60.20.10
1rypD00,3.60.20.10
1rypA00,3.60.20.10
1rypC00,3.60.20.10
1rypG00,3.60.20.10
1rypH00,3.60.20.10
1rypJ00,3.60.20.10
1yarH00,3.60.20.10
1rypB00,3.60.20.10
1jgtB01,3.60.20.10
1rypK00,3.60.20.10
1or0B01,3.60.20.10
1te5A00,3.60.20.10
1gk9B01,3.60.20.10
1ct9A01,3.60.20.10
1q15A01,3.60.20.10
1q5qH00,3.60.20.10
1g3kA00,3.60.20.10
1q5qA00,3.60.20.10
2fhh200,3.60.20.10
1ecfA01,3.60.20.10
1kehA01,3.60.20.10
1ofdA01,3.60.20.10
1g8lA02,3.90.105.10
2ftsA02,3.90.105.10
1musA02,3.90.350.10
1dd9A01,3.90.980.10
2a6hC03,3.90.1110.10
1x1oB01,3.90.1170.20
1o4uA01,3.90.1170.20
2i1oA01,3.90.1170.20
1qapA01,3.90.1170.20
2h21C01,3.90.1410.10
1olgA00,4.10.170.10
1devB00,4.10.720.10
2e6iA00,4.10.1130.10
2qq8A02,1.10.8.270
2z16A02,1.10.10.180
1iv8A04,1.10.10.470
1svmA01,1.10.10.510
1dciA02,1.10.12.10
1ef8A01,1.10.12.10
1jxzC02,1.10.12.10
1mj3A02,1.10.12.10
1hzdA02,1.10.12.10
5reqB03,1.10.196.20
1sb0A00,1.10.246.20
1bvp101,1.10.250.10
1o9gA02,1.10.287.540
1g6uA00,1.10.287.540
3bhpB00,1.10.287.540
2rjzA01,1.10.287.540
2hepA00,1.10.287.540
2qtsC01,1.10.287.770
2fb5A01,1.10.287.770
2i5nC02,1.10.468.10
2i5nC01,1.10.468.10
1khcA02,1.10.720.50
1b79B00,1.10.860.10
1t3wA00,1.10.860.10
2vlqA00,1.10.1200.20
2v7qI00,1.10.1620.20
2ghjE02,1.10.1900.20
1jmuB03,1.10.2050.10
1w36B02,1.10.3170.10
1q16B03,1.10.3650.10
2erlA00,1.20.50.10
2q8gA01,1.20.140.20
1gkzA02,1.20.140.20
1x90A00,1.20.140.40
1jb0K00,1.20.860.20
1wpgB02,1.20.1110.10
3b8eA02,1.20.1110.10
3b8cA01,1.20.1110.10
1qoyA00,1.20.1170.10
2nrjA01,1.20.1170.10
1pfvA01,2.20.28.20
3bxoA02,2.20.130.10
1igqB00,2.30.30.150
2arrA02,2.30.39.10
3b9fI02,2.30.39.10
2v95A02,2.30.39.10
1m93B02,2.30.39.10
1iz2A01,2.30.39.10
3dy0A02,2.30.39.10
1a7cA02,2.30.39.10
2rivA02,2.30.39.10
1lj5A02,2.30.39.10
2h4pA02,2.30.39.10
1sekA02,2.30.39.10
2b5tI02,2.30.39.10
1mtpA02,2.30.39.10
1jmoA02,2.30.39.10
1hp7A01,2.30.39.10
1k9oI02,2.30.39.10
1imvA01,2.30.39.10
1jjoC02,2.30.39.10
1q7hA02,2.30.130.10
1iq8A04,2.30.130.10
2p1gA02,2.30.260.10
2im9A02,2.30.260.10
3exvA00,2.60.90.10
1qhvA00,2.60.90.10
1yi9A01,2.60.120.310
2bumA00,2.60.130.10
2bumB00,2.60.130.10
1dmhA00,2.60.130.10
2v3iA00,2.70.100.10
1ojjA00,2.70.100.10
2rl8A00,2.70.130.10
1gp0A00,2.70.130.10
1q25A03,2.70.130.10
1q25A02,2.70.130.10
1q25A01,2.70.130.10
1k32A01,2.120.10.60
1l0sA00,2.160.10.20
1m8nB00,2.160.10.20
1ylhA02,2.170.8.10
2fafA02,2.170.8.10
1lktA00,2.170.14.10
3c0nB03,2.170.15.10
1w3fA02,2.170.15.10
1fjrA02,2.170.180.11
1qlmA01,3.10.340.11
1vq8X00,3.10.440.10
2ig7A01,3.10.450.110
3fi8A01,3.10.450.110
2qg7B01,3.10.450.110
1oc7A00,3.20.20.40
2bogX00,3.20.20.40
1dysA00,3.20.20.40
1us0A00,3.20.20.100
1gveA00,3.20.20.100
2bgsA00,3.20.20.100
1mi3A00,3.20.20.100
1pyfA00,3.20.20.100
1lqaA00,3.20.20.100
3eauA00,3.20.20.100
1m9hA00,3.20.20.100
1ur3M00,3.20.20.100
1q7zA01,3.20.20.330
1lt7B00,3.20.20.330
1regX00,3.30.70.650
2ae8A02,3.30.230.40
1rhyA01,3.30.230.40
1wvfA02,3.30.465.20
1f0xA03,3.30.465.20
2gq1A01,3.30.540.10
1jp4A01,3.30.540.10
2bjiA01,3.30.540.10
1vdwA01,3.30.540.10
3b8bA01,3.30.540.10
1ka1A01,3.30.540.10
1ni9A01,3.30.540.10
1lbvA01,3.30.540.10
1inpA02,3.30.540.10
2gk9B01,3.30.800.10
1e7uA04,3.30.1010.10
1cjaA01,3.30.1010.10
1dw9A02,3.30.1160.10
2od0A00,3.30.1460.30
1hh2P01,3.30.1480.10
3b8oA01,3.30.1890.10
3b8pA00,3.30.1890.10
1xg8A00,3.40.30.30
1i2aA02,3.40.50.790
1ad2A02,3.40.50.790
1mzpA02,3.40.50.790
1fy2A00,3.40.50.880
2ab0A00,3.40.50.880
1u9cA00,3.40.50.880
2abwA00,3.40.50.880
1vhqA00,3.40.50.880
1kwgA02,3.40.50.880
3bhnA00,3.40.50.880
1o1yA00,3.40.50.880
1a9xB02,3.40.50.880
2nv0A00,3.40.50.880
1t0bA00,3.40.50.880
1qvzA00,3.40.50.880
1i7qB00,3.40.50.880
1oi4A00,3.40.50.880
1gpmA01,3.40.50.880
1vcnA02,3.40.50.880
1jvnA01,3.40.50.880
1n57A00,3.40.50.880
1ka9H00,3.40.50.880
2vrnA00,3.40.50.880
2vdjA01,3.40.50.880
2gk3A00,3.40.50.880
3cneA00,3.40.50.880
1qdlB00,3.40.50.880
1l9xA00,3.40.50.880
1e59A00,3.40.50.1240
2hhjB00,3.40.50.1240
1h2eA00,3.40.50.1240
1bifA02,3.40.50.1240
1v37A00,3.40.50.1240
2qniA01,3.40.50.1240
1nt4A01,3.40.50.1240
1ujcA00,3.40.50.1240
2rflH00,3.40.50.1240
1dkqA02,3.40.50.1240
1qwoA01,3.40.50.1240
1nd6A00,3.40.50.1240
1v7zA00,3.40.50.10310
3c2qA02,3.40.50.10690
2aebB00,3.40.800.10
1wohA00,3.40.800.10
1gq6B00,3.40.800.10
1xfkA00,3.40.800.10
3ew8A00,3.40.800.20
1c3pA00,3.40.800.20
3c10C00,3.40.800.20
2i06A01,3.50.14.10
2imqX00,3.60.10.10
1akoA00,3.60.10.10
2voaA00,3.60.10.10
2a40B00,3.60.10.10
2f1nA00,3.60.10.10
1hd7A00,3.60.10.10
1vybA00,3.60.10.10
1i9zA00,3.60.10.10
1wduB00,3.60.10.10
1c4kA04,3.90.100.10
2vsgA01,3.90.150.10
1vsgA01,3.90.150.10
1i4jA00,3.90.470.10
1vq8R00,3.90.470.10
1vqqA02,3.90.1310.10
1rkuA02,3.90.1470.10
2d13A02,3.90.1490.10
2hg6A00,3.90.1650.10
2py5A05,4.10.80.20
1v54M00,4.10.81.10
1lqsL02,4.10.340.10
1pjqA03,1.10.8.210
3clqA03,1.10.10.660
1m6yA02,1.10.150.170
2p35A02,1.10.150.290
2pyqA00,1.10.238.120
1zymA02,1.10.274.10
2f93B00,1.10.287.470
3brcA01,1.10.287.470
1u4gA02,1.10.390.10
1keiA02,1.10.390.10
1trlA00,1.10.390.10
2nrlA00,1.10.490.10
2z8aA00,1.10.490.10
1h97A00,1.10.490.10
2dn1B00,1.10.490.10
3d1kA00,1.10.490.10
1jf3A00,1.10.490.10
3dr9A00,1.10.490.10
1tu9A00,1.10.490.10
1b0bA00,1.10.490.10
1q1fA00,1.10.490.10
1ecaA00,1.10.490.10
1it2A00,1.10.490.10
1mbaA00,1.10.490.10
1cg5A00,1.10.490.10
1cg5B00,1.10.490.10
1cqxA01,1.10.490.10
1gdjA00,1.10.490.10
2bkmA00,1.10.490.10
2gkmA00,1.10.490.10
1s69A00,1.10.490.10
1ashA00,1.10.490.10
1urvA00,1.10.490.10
1dlwA00,1.10.490.10
1kr7A00,1.10.490.10
1or4B00,1.10.490.10
1ithA00,1.10.490.10
1hlbA00,1.10.490.10
1m98A01,1.10.2090.10
2gviA01,1.10.3320.10
2jynA01,1.10.3560.10
2zihB00,1.10.3630.10
2pv7A02,1.10.3660.10
1vf5C03,1.20.5.700
1uixA00,1.20.5.730
1hx1B00,1.20.58.120
1t7sA00,1.20.58.120
1uk5A00,1.20.58.120
1m62A00,1.20.58.120
1mc2A00,1.20.90.10
1g4iA00,1.20.90.10
1lwbA00,1.20.90.10
1le6A00,1.20.90.10
1pocA00,1.20.90.10
1t6uD00,1.20.120.400
1jw2A00,1.20.1280.40
1wgsA00,2.30.30.270
2rdkA00,2.30.60.10
1n02A00,2.30.60.10
2glfA02,2.30.250.10
2ijzA02,2.30.250.10
2djfC00,2.40.50.170
2hd3L00,2.40.50.220
2qw7C00,2.40.50.220
1bxoA02,2.40.70.10
2qp8A01,2.40.70.10
1bxoA01,2.40.70.10
2hs1A00,2.40.70.10
2bjuA02,2.40.70.10
3psgA02,2.40.70.10
2aprA02,2.40.70.10
1wkrA01,2.40.70.10
1wkrA02,2.40.70.10
2pmaA01,2.40.70.10
2hahA00,2.40.70.10
1dpjA02,2.40.70.10
1pfzB01,2.40.70.10
1hrnA02,2.40.70.10
3psgA01,2.40.70.10
1j71A02,2.40.70.10
2rspA00,2.40.70.10
1fmbA00,2.40.70.10
2aprA01,2.40.70.10
1t6eX01,2.40.70.10
1j71A01,2.40.70.10
1b5fB00,2.40.70.10
1mppA02,2.40.70.10
1t6eX02,2.40.70.10
1mppA01,2.40.70.10
1lyaA00,2.40.70.10
2zjlA02,2.40.70.10
1pfzA02,2.40.70.10
1b5fC00,2.40.70.10
1lyaB00,2.40.70.10
1nsoA00,2.40.70.10
1apr002,2.40.70.10
2p8gA00,2.40.128.20
1lf7A00,2.40.128.20
1x8pA00,2.40.128.20
2rcqA00,2.40.128.20
1kt6A00,2.40.128.20
2g7bA00,2.40.128.20
1qftB00,2.40.128.20
1dzkA00,2.40.128.20
1zndA00,2.40.128.20
1i4uB00,2.40.128.20
1ifcA00,2.40.128.20
2ra6C00,2.40.128.20
1e5pA00,2.40.128.20
1bebA00,2.40.128.20
1bj7A00,2.40.128.20
2hnxA00,2.40.128.20
1lkeA00,2.40.128.20
1qwdB00,2.40.128.20
3elxA00,2.40.128.20
3bx8F00,2.40.128.20
1o8vA00,2.40.128.20
2o62A02,2.40.128.20
1epaA00,2.40.128.20
1mdcA00,2.40.128.20
2o62A01,2.40.128.20
1xkiA00,2.40.128.20
1txlA00,2.40.128.20
1ftpA00,2.40.128.20
1avgI00,2.40.128.20
3bdrA00,2.40.128.20
1jzuA00,2.40.128.20
2jozA01,2.40.128.20
1jb7B00,2.40.200.10
2jkbA03,2.40.220.10
2a6hC01,2.40.270.10
2o3iA02,2.40.390.10
2cm5A00,2.60.40.150
1tjxA00,2.60.40.150
1gmiA00,2.60.40.150
2bwqA00,2.60.40.150
1rsyA00,2.60.40.150
1yrkA00,2.60.40.150
2nsqA00,2.60.40.150
1e8yA02,2.60.40.150
2chdA00,2.60.40.150
2uzpA00,2.60.40.150
3fdwA00,2.60.40.150
1djxA03,2.60.40.150
2q0zX03,2.60.40.150
1rlwA00,2.60.40.150
2rd0A03,2.60.40.150
2qfpA01,2.60.40.380
1sluA00,2.60.40.550
1accA04,2.60.40.810
1e2wA01,2.60.40.830
1yewA03,2.60.40.1580
1svbA01,2.60.98.10
3c5xA01,2.60.98.10
1jmuB04,2.60.120.420
1n7vA02,2.60.330.10
1m3yA01,2.70.9.10
1p2zA04,2.70.9.10
1w6sA00,2.140.10.10
1kb0A01,2.140.10.10
2gy5A03,2.170.300.10
3sebA02,3.10.20.120
1dyqA02,3.10.20.120
1ty0C01,3.10.20.120
2rdgA01,3.10.20.120
1eu3A01,3.10.20.120
1aw7A01,3.10.20.120
1et9A01,3.10.20.120
1v1oA01,3.10.20.120
1r3sA00,3.20.20.210
1t7lA02,3.20.20.210
2ejaA00,3.20.20.210
3bq5A01,3.20.20.210
1j93A00,3.20.20.210
1ypxA00,3.20.20.210
2p8iC00,3.30.70.1240
2ecsA00,3.30.240.10
2bbhA01,3.30.460.20
1v0uA01,3.30.870.10
1jy1A01,3.30.870.10
1q32A01,3.30.870.10
1v0wA02,3.30.870.10
1byrA00,3.30.870.10
2o8rB03,3.30.870.10
2o8rA03,3.30.870.10
1nynA00,3.30.1250.10
2qdxA02,3.40.50.80
2bmwA02,3.40.50.80
1fdrA02,3.40.50.80
1umkA02,3.40.50.80
1ja1A04,3.40.50.80
1krhA03,3.40.50.80
1f20A01,3.40.50.80
1cqxA03,3.40.50.80
2gpjA02,3.40.50.80
2rc5A02,3.40.50.80
1qfjA02,3.40.50.80
2piaA02,3.40.50.80
1ep3B02,3.40.50.80
2r6hA02,3.40.50.80
1dfmB00,3.40.91.20
3bamA00,3.40.91.20
1sdoA00,3.40.91.20
1vk9A00,3.40.140.30
1wpgA03,3.40.1110.10
1q3iA00,3.40.1110.10
3b8cA04,3.40.1110.10
1svjA00,3.40.1110.10
1wteA02,3.40.1560.10
2odkA00,3.40.1620.10
1p2zA02,3.90.39.10
1jc9A01,3.90.215.10
2fibA01,3.90.215.10
1fzdA01,3.90.215.10
2gg2A00,3.90.230.10
1qxyA00,3.90.230.10
2v3zA02,3.90.230.10
1qzyA01,3.90.230.10
3biqA02,3.90.230.10
2zsgA02,3.90.230.10
1chmA02,3.90.230.10
1xgsA01,3.90.230.10
2iqyA00,3.90.280.10
1wkoA00,3.90.280.10
1fuxA00,3.90.280.10
1aolA00,3.90.310.10
1ccwB02,3.90.970.10
2r7jA01,3.90.1400.10
2z7fI00,4.10.75.10
1udkA00,4.10.75.10
1w6sB00,4.10.160.10
2ad6B00,4.10.160.10
1aooA00,4.10.650.10
1aqsA00,4.10.650.10
1jniA00,4.10.1020.10
1i27A00,1.10.10.10
1ucrB00,1.10.10.10
1b6aA02,1.10.10.10
1dp7P00,1.10.10.10
2obpA00,1.10.10.10
1hw1A01,1.10.10.10
3htsB00,1.10.10.10
1r7jA00,1.10.10.10
2vooB01,1.10.10.10
1mgtA02,1.10.10.10
1xgsA02,1.10.10.10
1in4A02,1.10.10.10
1fp2A01,1.10.10.10
1on2A01,1.10.10.10
2o3fA00,1.10.10.10
1wrjA02,1.10.10.10
2ns0A00,1.10.10.10
2p8tA01,1.10.10.10
2qm3A01,1.10.10.10
2qvoA00,1.10.10.10
1t6sB01,1.10.10.10
2od5A00,1.10.10.10
2rkhA01,1.10.10.10
1kgsA02,1.10.10.10
1t6sB02,1.10.10.10
3fm3A02,1.10.10.10
1a04A02,1.10.10.10
1yo5C00,1.10.10.10
1duxC00,1.10.10.10
2r3sB01,1.10.10.10
3ctaA01,1.10.10.10
1ixcA01,1.10.10.10
1yg2A01,1.10.10.10
3b73A00,1.10.10.10
1lddA00,1.10.10.10
1p2fA02,1.10.10.10
1jhfA02,1.10.10.10
2r7dA01,1.10.10.10
1hsjA03,1.10.10.10
2fokA02,1.10.10.10
2dtrA01,1.10.10.10
1stzA01,1.10.10.10
2o0yC01,1.10.10.10
1pueE00,1.10.10.10
1rz4A02,1.10.10.10
1hw5A02,1.10.10.10
1r1tA00,1.10.10.10
1b9mB01,1.10.10.10
3by6C01,1.10.10.10
1sfxB00,1.10.10.10
2fnaA03,1.10.10.10
3c7jA01,1.10.10.10
1mkmB01,1.10.10.10
1d3yA01,1.10.10.10
2ga1A02,1.10.10.10
3bz6A02,1.10.10.10
1s8nA02,1.10.10.10
1r1uB00,1.10.10.10
1sfuA00,1.10.10.10
3bz6A01,1.10.10.10
1l3lA02,1.10.10.10
2oqgC00,1.10.10.10
2dt5B01,1.10.10.10
1fseB00,1.10.10.10
2pg4A00,1.10.10.10
1t0fA02,1.10.10.10
1o57A01,1.10.10.10
2bgcH02,1.10.10.10
2g7uA01,1.10.10.10
1xsvA00,1.10.10.10
2heoA00,1.10.10.10
1cf7B00,1.10.10.10
1lvaA02,1.10.10.10
1ku3A00,1.10.10.10
3bwgB01,1.10.10.10
2pn6A01,1.10.10.10
1opcA00,1.10.10.10
1ulyA01,1.10.10.10
1ft9A02,1.10.10.10
2o0yB01,1.10.10.10
1qbjC00,1.10.10.10
1bjaA00,1.10.10.10
1fp1D01,1.10.10.10
2hs5A01,1.10.10.10
3cloA02,1.10.10.10
1fc3B00,1.10.10.10
1ub9A00,1.10.10.10
1je8E00,1.10.10.10
2ia1B02,1.10.10.10
1ku9A01,1.10.10.10
1fnnB03,1.10.10.10
1k78A01,1.10.10.10
3bjoA00,1.10.10.10
2pi0A01,1.10.10.10
1hstA00,1.10.10.10
1lvaA03,1.10.10.10
1gxqA00,1.10.10.10
2ia2C01,1.10.10.10
3c18A03,1.10.10.10
1repC02,1.10.10.10
2c6yB00,1.10.10.10
1lvaA04,1.10.10.10
1tbxB00,1.10.10.10
1biaA01,1.10.10.10
1j5yA01,1.10.10.10
1lvaA01,1.10.10.10
1q1hA00,1.10.10.10
2dbbB01,1.10.10.10
1k78B00,1.10.10.10
2ia2D01,1.10.10.10
1yioA02,1.10.10.10
1ldkB03,1.10.10.10
2ijlB00,1.10.10.10
1cf7A00,1.10.10.10
2p5vA01,1.10.10.10
1k78I00,1.10.10.10
2hr3D02,1.10.10.10
2irfG00,1.10.10.10
2z3yA01,1.10.10.10
1b4aA01,1.10.10.10
2hoeA01,1.10.10.10
2ia0A01,1.10.10.10
2a6hF02,1.10.10.10
1ldjA06,1.10.10.10
1bm9A00,1.10.10.10
1pdnC02,1.10.10.10
1pp8O00,1.10.10.10
1qo0D02,1.10.10.10
1fzpD00,1.10.10.10
1ka8A00,1.10.10.10
2ipqX01,1.10.10.10
1p4xA02,1.10.10.10
1l0oC00,1.10.10.10
3broD00,1.10.10.10
1ldjA07,1.10.10.10
1gvjA00,1.10.10.10
1p4xA01,1.10.10.10
1ev7B02,1.10.10.10
3bddD00,1.10.10.10
2qwwC00,1.10.10.10
1repC01,1.10.10.10
3cjnA00,1.10.10.10
3boqA00,1.10.10.10
2nnnC00,1.10.10.10
3bjaA00,1.10.10.10
2rdpA00,1.10.10.10
1hkqA00,1.10.10.10
1jgsA00,1.10.10.10
3cdhA00,1.10.10.10
2nyxB01,1.10.10.10
3bj6B00,1.10.10.10
2zbkA01,1.10.10.10
1o7fA02,1.10.10.10
1p6rA00,1.10.10.10
1d8jA00,1.10.10.10
1ufmA00,1.10.10.10
2oa4A01,1.10.10.10
1aoyA00,1.10.10.10
1uhmA00,1.10.10.10
2hgcA00,1.10.10.10
1p4wA00,1.10.10.10
1tnsA00,1.10.10.10
1kq8A00,1.10.10.10
2jt1A00,1.10.10.10
1fshA00,1.10.10.10
1bbyA00,1.10.10.10
1dpuA00,1.10.10.10
1w4mA00,1.10.10.10
1j9iA00,1.10.10.10
2sttA00,1.10.10.10
2jtvA00,1.10.10.10
1oyiA00,1.10.10.10
1hksA00,1.10.10.10
1v3fA00,1.10.10.10
2cxyA00,1.10.150.60
2jrzA00,1.10.150.60
1ig6A00,1.10.150.60
1kkxA00,1.10.150.60
1c20A00,1.10.150.60
1go3F01,1.10.150.80
1d8bA00,1.10.150.80
1qc7A00,1.10.220.30
1sesA01,1.10.287.40
1serA01,1.10.287.40
1hwxA01,1.10.287.140
2qjzB00,1.10.418.10
1bkrA00,1.10.418.10
1wkuA01,1.10.418.10
2qjxA00,1.10.418.10
1rt8A02,1.10.418.10
1rt8A03,1.10.418.10
1rt8A04,1.10.418.10
1bhdA00,1.10.418.10
1rt8A01,1.10.418.10
1aoaA02,1.10.418.10
1p2xA00,1.10.418.10
2d89A01,1.10.418.10
1wyrA00,1.10.418.10
1h67A00,1.10.418.10
2d88A01,1.10.418.10
1wymA01,1.10.418.10
1mw9X02,1.10.460.10
1i7dA02,1.10.460.10
1enwA00,1.10.472.30
1e8yA05,1.10.1070.11
1cjaA02,1.10.1070.11
1m0wA03,1.10.1080.10
2hgsA03,1.10.1080.10
1tbaA00,1.10.1100.10
16vpA00,1.10.1290.10
2o36A02,1.10.1370.10
1e5rB02,1.10.1720.10
1j7nB03,1.10.2030.10
1nktA04,1.10.3060.10
1sezA03,1.10.3110.10
2bhwA01,1.10.3460.10
2o01401,1.10.3460.10
2idgB00,1.10.3480.10
2o8sA01,1.10.3700.10
1e5wA04,1.20.5.450
2p10A02,1.20.5.460
1omiA02,1.20.5.460
1mqsB00,1.20.5.460
1wmkA03,1.20.5.460
1kilE00,1.20.5.580
2ga1A01,1.20.5.800
2hhvA02,1.20.1060.10
1t7pA02,1.20.1060.10
1kfdA02,1.20.1060.10
1m0kA00,1.20.1070.10
2jafA00,1.20.1070.10
1c8rA00,1.20.1070.10
1h2sA00,1.20.1070.10
1xioA00,1.20.1070.10
1hzxB00,1.20.1070.10
2r4rA00,1.20.1070.10
1xmeB01,1.20.1070.10
1epwA02,1.20.1120.10
2hydA01,1.20.1560.10
2r6fA02,1.20.1580.10
2r6fA06,1.20.1580.10
1k8kG00,1.25.40.190
1n1bA01,1.50.30.10
5eauA01,1.50.30.10
1bdsA00,2.20.20.10
1atxA00,2.20.20.10
1b8wA00,2.20.20.10
1h5oA00,2.20.20.10
1wqkA00,2.20.20.10
1sh1A00,2.20.20.10
2j8gA03,2.20.120.10
1dkgA02,2.30.22.10
2vd8B01,2.40.37.10
3co8A01,2.40.37.10
1vfsB01,2.40.37.10
7odcA01,2.40.37.10
1d7kB01,2.40.37.10
2p3eA01,2.40.37.10
1knwA01,2.40.37.10
2o0tA01,2.40.37.10
1e50B00,2.40.250.10
1n12A00,2.60.40.1090
1uwfA00,2.60.40.1090
1pdkB00,2.60.40.1090
1klfB02,2.60.40.1090
1nqjB00,2.60.120.380
1wmdA02,2.60.120.380
1df0A03,2.60.120.380
1mw9X03,2.70.20.10
1i7dA03,2.70.20.10
1g9gA02,2.170.160.10
1p7tB02,2.170.170.11
3c9qA00,3.10.620.10
3bqwA01,3.15.30.10
1ahoA00,3.30.30.10
1npiA00,3.30.30.10
2sn3A00,3.30.30.10
1bcgA00,3.30.30.10
1brzA00,3.30.30.10
1ayjA00,3.30.30.10
1bmrA00,3.30.30.10
1jxcA00,3.30.30.10
1gpsA00,3.30.30.10
1mr4A00,3.30.30.10
2gl1A00,3.30.30.10
1i2uA00,3.30.30.10
1mynA00,3.30.30.10
1ne5A00,3.30.30.10
1wmtA00,3.30.30.10
2ny9X00,3.30.30.10
1u02A02,3.30.70.1020
1vr6A01,3.30.70.1140
1wj9A01,3.30.70.1200
1iqoA00,3.30.160.120
3c5eA02,3.30.300.30
1t5hX04,3.30.300.30
1amuA04,3.30.300.30
1lciA04,3.30.300.30
1mdbA04,3.30.300.30
1pu1A00,3.30.300.100
1stzA03,3.30.390.60
1vq8N00,3.30.420.100
1ovyA00,3.30.420.100
1l8bB00,3.30.760.10
1ztpA01,3.30.760.10
1ap8A00,3.30.760.10
1umwA02,3.30.1120.30
1umwA01,3.30.1120.30
2gybC02,3.30.1140.32
3dnjA00,3.30.1390.10
1ctfA00,3.30.1390.10
1mbxD00,3.30.1390.10
1vq8B03,3.30.1430.10
1kq6A00,3.30.1520.10
1xteA00,3.30.1520.10
1h6hA00,3.30.1520.10
1kmdA00,3.30.1520.10
1olzA02,3.30.1680.10
1shyB02,3.30.1680.10
2uzyB02,3.30.1680.10
2qgmA02,3.30.1870.10
3bt3A01,3.30.1900.10
1n3lA01,3.40.50.620
1r6xA02,3.40.50.620
2zp1A01,3.40.50.620
1o97D01,3.40.50.620
3covA01,3.40.50.620
1i6kA01,3.40.50.620
1yumA00,3.40.50.620
2dplA01,3.40.50.620
1h3fB01,3.40.50.620
1vl2A01,3.40.50.620
1nupB00,3.40.50.620
1kqpA00,3.40.50.620
2d5bA01,3.40.50.620
1od6A00,3.40.50.620
1surA00,3.40.50.620
1k92A01,3.40.50.620
2cyaA01,3.40.50.620
2a1uA01,3.40.50.620
1kamA00,3.40.50.620
1wq4A01,3.40.50.620
1ej2A00,3.40.50.620
1o97C00,3.40.50.620
2hmaA01,3.40.50.620
1korB01,3.40.50.620
3ca8A02,3.40.50.620
2ip1A01,3.40.50.620
1mrzA01,3.40.50.620
1mjhB00,3.40.50.620
2pg3A00,3.40.50.620
2ielA00,3.40.50.620
1jmvA00,3.40.50.620
1np7B01,3.40.50.620
1efvB00,3.40.50.620
1tezA01,3.40.50.620
1irxA01,3.40.50.620
1y42X01,3.40.50.620
1j09A01,3.40.50.620
1cozA00,3.40.50.620
1m1zA02,3.40.50.620
1kh1C01,3.40.50.620
1q15D02,3.40.50.620
1dnpA01,3.40.50.620
1lw7A01,3.40.50.620
1qtqA05,3.40.50.620
1tq8A00,3.40.50.620
1ct9B02,3.40.50.620
2pfsA01,3.40.50.620
1q77A00,3.40.50.620
1ru8A01,3.40.50.620
1obhA01,3.40.50.620
1pg2A01,3.40.50.620
1f7uA01,3.40.50.620
1iq0A01,3.40.50.620
1gaxA01,3.40.50.620
1wkbA01,3.40.50.620
1ileA01,3.40.50.620
1nf9A00,3.40.50.850
1j2rA00,3.40.50.850
1yacA00,3.40.50.850
1im5A00,3.40.50.850
1yzvA00,3.40.50.850
1nbaB00,3.40.50.850
1cfzA00,3.40.50.1450
1c8bA00,3.40.50.1450
1gtzA00,3.40.50.9100
2c4wA00,3.40.50.9100
3e7dB00,3.40.50.10230
1v9cB00,3.40.50.10230
1uzbA02,3.40.309.10
1o04A02,3.40.309.10
1euhA02,3.40.309.10
